loan_id,origination_date,principal_amount,interest_rate,term_months,risk_grade,purpose,state,monthly_income
L02862,2024-07-27,50000,11.68,24,A,personal,Maharashtra,35000
L02863,2024-11-12,200000,17.61,48,C,business,West Bengal,150000
L02864,2024-10-16,1000000,10.53,24,A,personal,Rajasthan,35000
L02865,2024-09-23,1000000,26.5,36,E,education,Karnataka,50000
L02866,2024-12-20,750000,16.07,36,C,business,Maharashtra,50000
L02867,2024-07-25,200000,16.29,48,C,business,Telangana,35000
L02868,2024-05-13,200000,11.95,12,A,vehicle,Karnataka,35000
L02869,2024-02-11,100000,17.32,36,C,education,Gujarat,35000
L02870,2024-03-22,50000,11.4,48,A,consumer_durable,Tamil Nadu,35000
L02871,2024-05-06,300000,21.88,24,D,business,West Bengal,150000
L02872,2024-09-25,1000000,13.13,24,B,vehicle,Telangana,75000
L02873,2024-11-18,1000000,13.12,36,B,personal,West Bengal,100000
L02874,2024-04-23,100000,11.97,36,A,education,Gujarat,75000
L02875,2024-11-11,300000,13.78,48,B,consumer_durable,Kerala,50000
L02876,2024-11-18,750000,13.39,24,B,personal,Kerala,75000
L02877,2024-01-27,750000,11.61,12,A,education,Tamil Nadu,75000
L02878,2024-02-14,750000,10.26,36,A,business,Gujarat,150000
L02879,2024-06-16,750000,14.9,48,B,business,Gujarat,50000
L02880,2024-03-09,500000,20.2,48,D,consumer_durable,Delhi,25000
L02881,2024-06-17,750000,11.05,48,A,education,Tamil Nadu,50000
L02882,2024-07-12,500000,16.14,36,C,business,Karnataka,35000
L02883,2024-05-03,300000,11.72,48,A,business,Maharashtra,35000
L02884,2024-07-18,200000,20.4,48,D,personal,Rajasthan,35000
L02885,2024-12-03,1000000,21.73,48,D,personal,Telangana,75000
L02886,2024-05-05,300000,11.62,24,A,education,West Bengal,25000
L02887,2024-09-20,500000,11.46,24,A,personal,Kerala,50000
L02888,2024-10-01,200000,16.54,48,C,personal,Kerala,75000
L02889,2024-05-11,1000000,16.27,24,C,education,Delhi,25000
L02890,2024-09-01,750000,11.22,36,A,business,Maharashtra,75000
L02891,2024-08-10,750000,11.5,12,A,education,Gujarat,75000
L02892,2024-11-01,200000,17.15,36,C,education,Rajasthan,25000
L02893,2024-12-20,750000,10.0,36,A,business,Tamil Nadu,150000
L02894,2024-02-12,50000,21.6,24,D,business,Rajasthan,50000
L02895,2024-05-05,50000,16.94,12,C,vehicle,Karnataka,100000
L02896,2024-09-14,1000000,16.94,48,C,business,Kerala,50000
L02897,2024-02-17,100000,26.31,48,E,business,Rajasthan,150000
L02898,2024-12-05,50000,11.0,36,A,education,West Bengal,150000
L02899,2024-07-06,300000,13.21,24,B,vehicle,Tamil Nadu,75000
L02900,2024-07-23,500000,11.45,36,A,vehicle,Andhra Pradesh,75000
L02901,2024-04-04,300000,21.86,48,D,vehicle,Maharashtra,75000
L02902,2024-11-22,200000,14.31,12,B,business,Karnataka,100000
L02903,2024-09-05,100000,20.94,36,D,vehicle,West Bengal,50000
L02904,2024-09-19,300000,20.83,12,D,consumer_durable,Tamil Nadu,35000
L02905,2024-08-04,150000,10.44,48,A,education,Rajasthan,100000
L02906,2024-04-16,150000,11.77,12,A,personal,West Bengal,50000
L02907,2024-09-09,1000000,20.11,48,D,consumer_durable,Kerala,50000
L02908,2024-08-14,100000,17.25,48,C,business,Gujarat,35000
L02909,2024-09-18,100000,17.98,12,C,consumer_durable,Telangana,75000
L02910,2024-06-16,500000,14.17,12,B,education,Kerala,50000
L02911,2024-09-07,750000,13.34,36,B,education,Rajasthan,75000
L02912,2024-01-22,50000,14.72,48,B,consumer_durable,Karnataka,35000
L02913,2024-03-04,750000,11.36,12,A,business,Karnataka,100000
L02914,2024-10-21,100000,20.31,48,D,personal,Rajasthan,35000
L02915,2024-08-01,50000,21.3,48,D,consumer_durable,Kerala,25000
L02916,2024-03-08,50000,20.91,48,D,vehicle,Kerala,100000
L02917,2024-12-17,200000,10.45,48,A,business,Kerala,75000
L02918,2024-01-14,200000,21.43,48,D,business,Andhra Pradesh,100000
L02919,2024-04-11,200000,17.99,36,C,consumer_durable,Maharashtra,75000
L02920,2024-11-07,100000,14.53,12,B,business,Gujarat,50000
L02921,2024-01-12,500000,16.88,24,C,personal,Rajasthan,75000
L02922,2024-12-27,200000,17.03,36,C,business,Maharashtra,50000
L02923,2024-02-10,200000,13.21,12,B,business,Andhra Pradesh,25000
L02924,2024-04-21,100000,17.51,36,C,personal,Telangana,75000
L02925,2024-11-25,1000000,13.23,48,B,education,Kerala,25000
L02926,2024-08-20,1000000,17.76,48,C,education,Maharashtra,35000
L02927,2024-11-09,300000,11.61,36,A,consumer_durable,Rajasthan,50000
L02928,2024-05-01,1000000,11.15,24,A,consumer_durable,West Bengal,50000
L02929,2024-03-20,100000,20.86,36,D,consumer_durable,Telangana,75000
L02930,2024-06-19,200000,14.74,48,B,business,Andhra Pradesh,150000
L02931,2024-04-04,150000,21.33,48,D,education,Telangana,150000
L02932,2024-06-23,100000,10.66,36,A,vehicle,Telangana,35000
L02933,2024-12-12,100000,10.75,12,A,education,Gujarat,150000
L02934,2024-07-01,200000,17.17,48,C,vehicle,Delhi,50000
L02935,2024-07-06,1000000,17.42,12,C,business,Kerala,50000
L02936,2024-08-09,100000,14.84,12,B,consumer_durable,Karnataka,75000
L02937,2024-03-03,50000,11.9,12,A,consumer_durable,Kerala,100000
L02938,2024-02-08,300000,11.78,36,A,business,Andhra Pradesh,75000
L02939,2024-05-27,50000,17.41,24,C,consumer_durable,Andhra Pradesh,50000
L02940,2024-12-28,150000,11.18,24,A,education,West Bengal,50000
L02941,2024-01-26,200000,17.94,24,C,consumer_durable,Gujarat,150000
L02942,2024-03-04,750000,11.41,24,A,consumer_durable,West Bengal,75000
L02943,2024-07-14,750000,14.98,12,B,personal,Tamil Nadu,50000
L02944,2024-01-05,200000,16.56,24,C,vehicle,Telangana,50000
L02945,2024-04-24,50000,16.14,48,C,consumer_durable,Rajasthan,35000
L02946,2024-12-01,1000000,20.72,12,D,consumer_durable,Andhra Pradesh,100000
L02947,2024-05-27,150000,11.27,48,A,personal,Delhi,50000
L02948,2024-06-03,150000,10.42,48,A,business,West Bengal,50000
L02949,2024-07-27,300000,13.28,12,B,personal,Rajasthan,75000
L02950,2024-02-19,150000,10.76,36,A,consumer_durable,Kerala,150000
L02951,2024-08-22,150000,14.28,48,B,consumer_durable,Delhi,25000
L02952,2024-09-11,50000,10.05,12,A,vehicle,Gujarat,50000
L02953,2024-05-25,200000,11.66,36,A,business,Rajasthan,75000
L02954,2024-09-08,150000,14.07,12,B,business,Andhra Pradesh,35000
L02955,2024-06-09,100000,25.51,48,E,personal,Gujarat,150000
L02956,2024-02-04,200000,13.3,36,B,education,Andhra Pradesh,100000
L02957,2024-03-28,500000,13.43,12,B,business,Maharashtra,100000
L02958,2024-11-14,200000,13.88,48,B,personal,Rajasthan,35000
L02959,2024-01-04,500000,11.0,48,A,vehicle,Karnataka,50000
L02960,2024-02-09,100000,10.65,24,A,consumer_durable,Andhra Pradesh,100000
L02961,2024-01-16,100000,14.89,12,B,education,Andhra Pradesh,25000
L02962,2024-06-14,750000,11.26,36,A,vehicle,Gujarat,75000
L02963,2024-11-27,750000,21.28,12,D,vehicle,West Bengal,100000
L02964,2024-12-03,200000,17.85,36,C,business,Tamil Nadu,150000
L02965,2024-01-06,50000,16.81,24,C,personal,Tamil Nadu,100000
L02966,2024-12-11,500000,14.95,12,B,business,Tamil Nadu,35000
L02967,2024-03-01,100000,10.19,48,A,consumer_durable,Andhra Pradesh,25000
L02968,2024-12-19,100000,10.51,24,A,personal,Karnataka,75000
L02969,2024-12-17,200000,13.41,24,B,vehicle,Tamil Nadu,35000
L02970,2024-04-28,50000,11.98,24,A,vehicle,Tamil Nadu,25000
L02971,2024-02-22,150000,14.31,12,B,personal,Karnataka,35000
L02972,2024-10-04,300000,10.42,24,A,vehicle,Tamil Nadu,50000
L02973,2024-02-26,750000,11.91,24,A,vehicle,Telangana,150000
L02974,2024-07-22,500000,17.66,36,C,business,Tamil Nadu,35000
L02975,2024-05-20,750000,13.6,48,B,consumer_durable,Maharashtra,35000
L02976,2024-05-06,750000,10.86,12,A,education,Gujarat,35000
L02977,2024-08-21,1000000,14.27,24,B,business,Kerala,100000
L02978,2024-08-27,500000,16.35,24,C,business,West Bengal,25000
L02979,2024-07-12,150000,14.99,36,B,education,Karnataka,50000
L02980,2024-06-26,750000,14.92,24,B,education,Maharashtra,100000
L02981,2024-05-16,750000,20.6,36,D,vehicle,Telangana,75000
L02982,2024-08-25,500000,20.32,36,D,consumer_durable,West Bengal,150000
L02983,2024-09-19,200000,13.68,48,B,vehicle,Kerala,100000
L02984,2024-04-23,200000,20.31,48,D,consumer_durable,Kerala,35000
L02985,2024-03-21,500000,10.95,48,A,consumer_durable,Telangana,150000
L02986,2024-04-22,200000,16.65,36,C,consumer_durable,Rajasthan,50000
L02987,2024-10-01,750000,13.49,48,B,personal,West Bengal,150000
L02988,2024-10-21,300000,14.13,24,B,education,Kerala,100000
L02989,2024-06-28,100000,16.83,24,C,education,Karnataka,25000
L02990,2024-02-01,200000,14.39,24,B,personal,Andhra Pradesh,35000
L02991,2024-12-06,750000,13.12,12,B,personal,Delhi,100000
L02992,2024-12-01,1000000,17.92,24,C,consumer_durable,Delhi,100000
L02993,2024-05-13,150000,11.96,24,A,education,Delhi,75000
L02994,2024-03-24,500000,14.28,24,B,consumer_durable,Delhi,50000
L02995,2024-04-20,200000,17.83,12,C,consumer_durable,Tamil Nadu,150000
L02996,2024-07-27,300000,25.02,36,E,education,Karnataka,150000
L02997,2024-07-23,750000,11.41,36,A,education,Andhra Pradesh,25000
L02998,2024-01-14,1000000,17.98,24,C,vehicle,Gujarat,35000
L02999,2024-07-04,50000,16.21,24,C,business,Kerala,25000
L03000,2024-05-24,200000,11.14,12,A,personal,Telangana,35000
L03001,2024-11-14,300000,10.43,48,A,vehicle,Delhi,100000
L03002,2024-10-18,300000,16.09,36,C,personal,Maharashtra,25000
L03003,2024-01-03,1000000,21.2,36,D,education,Karnataka,25000
L03004,2024-12-19,300000,14.16,12,B,personal,Maharashtra,50000
L03005,2024-01-05,150000,17.79,48,C,consumer_durable,Karnataka,75000
L03006,2024-02-20,50000,21.5,12,D,vehicle,Delhi,35000
L03007,2024-12-11,200000,10.52,36,A,education,Delhi,35000
L03008,2024-02-14,200000,25.64,12,E,consumer_durable,Kerala,150000
L03009,2024-09-13,100000,10.41,12,A,personal,Gujarat,75000
L03010,2024-02-07,100000,11.58,24,A,personal,Kerala,150000
L03011,2024-05-15,50000,14.99,12,B,vehicle,Rajasthan,100000
L03012,2024-02-05,100000,20.58,48,D,business,Gujarat,35000
L03013,2024-10-07,100000,21.55,48,D,consumer_durable,Rajasthan,50000
L03014,2024-04-20,300000,14.72,12,B,vehicle,Rajasthan,25000
L03015,2024-02-22,1000000,10.6,48,A,personal,Kerala,50000
L03016,2024-05-02,150000,10.24,12,A,vehicle,Karnataka,50000
L03017,2024-11-14,50000,10.82,24,A,consumer_durable,Karnataka,75000
L03018,2024-06-06,500000,13.67,48,B,business,Karnataka,25000
L03019,2024-12-26,500000,10.57,12,A,consumer_durable,Kerala,100000
L03020,2024-06-14,300000,17.04,48,C,education,Delhi,100000
L03021,2024-01-12,200000,14.96,12,B,education,Gujarat,75000
L03022,2024-06-25,750000,13.42,36,B,vehicle,Tamil Nadu,75000
L03023,2024-07-13,100000,16.91,24,C,business,West Bengal,50000
L03024,2024-08-01,750000,11.75,12,A,personal,Delhi,150000
L03025,2024-01-27,100000,21.68,48,D,education,West Bengal,35000
L03026,2024-02-01,1000000,11.56,12,A,consumer_durable,West Bengal,100000
L03027,2024-02-16,300000,17.98,24,C,education,Tamil Nadu,25000
L03028,2024-12-04,150000,13.38,12,B,business,Tamil Nadu,35000
L03029,2024-09-05,150000,10.36,36,A,personal,Rajasthan,50000
L03030,2024-06-20,150000,14.05,36,B,personal,Maharashtra,50000
L03031,2024-02-08,300000,10.9,36,A,personal,Karnataka,35000
L03032,2024-06-07,50000,14.65,36,B,consumer_durable,Tamil Nadu,35000
L03033,2024-01-26,150000,17.85,48,C,business,Karnataka,150000
L03034,2024-09-02,500000,17.91,48,C,education,Telangana,25000
L03035,2024-01-10,50000,11.7,12,A,education,Delhi,150000
L03036,2024-10-11,200000,25.6,24,E,education,Karnataka,150000
L03037,2024-08-10,1000000,11.11,24,A,education,Maharashtra,35000
L03038,2024-04-25,200000,10.05,36,A,consumer_durable,Rajasthan,150000
L03039,2024-04-15,50000,17.35,12,C,vehicle,Karnataka,35000
L03040,2024-04-27,1000000,20.5,48,D,education,Kerala,25000
L03041,2024-06-16,500000,14.11,36,B,education,Kerala,50000
L03042,2024-05-06,50000,17.09,12,C,consumer_durable,Kerala,75000
L03043,2024-06-05,50000,14.38,48,B,personal,West Bengal,25000
L03044,2024-08-08,750000,16.66,24,C,consumer_durable,Delhi,50000
L03045,2024-06-05,50000,13.17,48,B,consumer_durable,Karnataka,35000
L03046,2024-09-02,100000,13.6,24,B,business,Telangana,150000
L03047,2024-12-13,300000,10.39,24,A,education,West Bengal,50000
L03048,2024-08-28,1000000,11.55,24,A,business,Maharashtra,100000
L03049,2024-03-09,150000,10.48,24,A,vehicle,Delhi,100000
L03050,2024-08-23,50000,10.55,24,A,business,Karnataka,150000
L03051,2024-07-20,200000,14.88,12,B,business,Rajasthan,50000
L03052,2024-10-01,300000,14.69,48,B,vehicle,Andhra Pradesh,100000
L03053,2024-03-12,50000,20.32,48,D,personal,Telangana,35000
L03054,2024-06-22,150000,11.24,36,A,business,Tamil Nadu,35000
L03055,2024-03-17,500000,21.28,48,D,vehicle,Maharashtra,50000
L03056,2024-07-06,150000,11.21,12,A,consumer_durable,Tamil Nadu,25000
L03057,2024-03-01,150000,14.2,36,B,personal,West Bengal,75000
L03058,2024-06-22,150000,14.81,24,B,education,Tamil Nadu,75000
L03059,2024-01-13,200000,13.95,24,B,vehicle,Gujarat,25000
L03060,2024-10-06,100000,26.68,12,E,business,Rajasthan,50000
L03061,2024-02-22,150000,10.09,12,A,personal,Kerala,35000
L03062,2024-04-16,200000,16.75,48,C,personal,Kerala,25000
L03063,2024-10-21,50000,10.37,36,A,consumer_durable,Karnataka,75000
L03064,2024-12-22,500000,10.75,36,A,consumer_durable,Karnataka,100000
L03065,2024-05-01,500000,17.94,48,C,education,Kerala,35000
L03066,2024-06-24,300000,11.59,24,A,vehicle,Telangana,25000
L03067,2024-09-25,1000000,25.93,12,E,business,Gujarat,75000
L03068,2024-08-01,300000,11.68,12,A,education,Delhi,50000
L03069,2024-11-15,100000,11.84,48,A,consumer_durable,West Bengal,150000
L03070,2024-11-16,50000,13.69,48,B,personal,Tamil Nadu,25000
L03071,2024-12-21,150000,17.11,36,C,consumer_durable,Rajasthan,25000
L03072,2024-10-02,100000,14.59,24,B,vehicle,Telangana,25000
L03073,2024-09-22,750000,16.96,48,C,personal,West Bengal,150000
L03074,2024-04-05,750000,20.41,24,D,vehicle,Andhra Pradesh,25000
L03075,2024-03-13,150000,13.14,36,B,education,Gujarat,75000
L03076,2024-05-28,1000000,10.17,24,A,education,Delhi,35000
L03077,2024-04-15,50000,11.88,36,A,vehicle,Kerala,100000
L03078,2024-12-23,150000,14.75,12,B,vehicle,Tamil Nadu,50000
L03079,2024-04-05,750000,13.76,48,B,education,Delhi,25000
L03080,2024-08-14,200000,14.6,36,B,education,Karnataka,50000
L03081,2024-02-25,150000,20.08,36,D,personal,West Bengal,50000
L03082,2024-03-14,750000,10.79,48,A,vehicle,Gujarat,25000
L03083,2024-05-11,1000000,20.37,36,D,vehicle,Telangana,75000
L03084,2024-06-25,500000,26.35,48,E,education,Andhra Pradesh,75000
L03085,2024-10-14,1000000,11.02,24,A,vehicle,Delhi,100000
L03086,2024-01-10,500000,11.66,48,A,vehicle,Gujarat,25000
L03087,2024-07-11,150000,26.94,48,E,education,Gujarat,25000
L03088,2024-03-25,50000,11.73,48,A,consumer_durable,Andhra Pradesh,35000
L03089,2024-12-01,200000,17.48,48,C,education,Telangana,50000
L03090,2024-02-05,300000,17.73,12,C,business,West Bengal,150000
L03091,2024-04-10,50000,13.37,48,B,consumer_durable,Rajasthan,150000
L03092,2024-06-16,50000,25.57,48,E,vehicle,Gujarat,25000
L03093,2024-01-15,300000,21.4,12,D,vehicle,Telangana,150000
L03094,2024-08-18,150000,16.19,24,C,vehicle,Telangana,75000
L03095,2024-10-23,150000,17.39,36,C,business,Karnataka,150000
L03096,2024-12-15,1000000,20.8,12,D,consumer_durable,Telangana,75000
L03097,2024-09-14,150000,17.7,24,C,personal,Karnataka,25000
L03098,2024-01-24,150000,25.05,36,E,education,Delhi,35000
L03099,2024-09-07,300000,14.55,24,B,vehicle,West Bengal,75000
L03100,2024-09-06,750000,16.05,48,C,consumer_durable,Karnataka,150000
L03101,2024-11-22,50000,11.7,36,A,education,Delhi,75000
L03102,2024-06-14,150000,20.05,36,D,education,Maharashtra,25000
L03103,2024-06-25,150000,20.52,12,D,education,Telangana,50000
L03104,2024-06-10,50000,10.15,48,A,personal,Andhra Pradesh,50000
L03105,2024-01-07,50000,17.08,12,C,business,Delhi,150000
L03106,2024-04-03,300000,10.12,36,A,consumer_durable,West Bengal,100000
L03107,2024-04-17,200000,14.67,12,B,business,Rajasthan,150000
L03108,2024-06-17,300000,10.92,12,A,vehicle,Maharashtra,100000
L03109,2024-09-11,100000,17.84,48,C,business,Andhra Pradesh,25000
L03110,2024-01-03,1000000,14.1,12,B,vehicle,Andhra Pradesh,150000
L03111,2024-02-14,200000,10.97,12,A,personal,Gujarat,100000
L03112,2024-09-14,750000,21.96,12,D,personal,Kerala,100000
L03113,2024-10-24,750000,13.88,24,B,vehicle,Tamil Nadu,75000
L03114,2024-01-11,50000,11.44,24,A,business,Telangana,50000
L03115,2024-07-11,100000,14.18,48,B,vehicle,Rajasthan,50000
L03116,2024-10-21,200000,11.97,24,A,business,Tamil Nadu,75000
L03117,2024-12-16,150000,13.19,36,B,education,Maharashtra,25000
L03118,2024-07-18,300000,17.86,48,C,education,Telangana,25000
L03119,2024-09-11,200000,20.01,24,D,vehicle,Andhra Pradesh,35000
L03120,2024-09-26,750000,13.86,24,B,business,Gujarat,25000
L03121,2024-03-28,50000,16.33,36,C,business,West Bengal,25000
L03122,2024-08-27,50000,26.61,24,E,personal,Rajasthan,100000
L03123,2024-01-21,150000,21.77,48,D,vehicle,Rajasthan,150000
L03124,2024-08-15,1000000,21.59,12,D,personal,Rajasthan,50000
L03125,2024-08-21,150000,11.39,48,A,vehicle,Maharashtra,100000
L03126,2024-03-03,1000000,11.81,12,A,vehicle,Delhi,35000
L03127,2024-11-02,300000,10.98,36,A,consumer_durable,Andhra Pradesh,75000
L03128,2024-11-19,750000,11.87,48,A,personal,West Bengal,50000
L03129,2024-07-13,750000,16.7,48,C,consumer_durable,Delhi,25000
L03130,2024-04-07,750000,17.05,36,C,business,Maharashtra,25000
L03131,2024-05-05,500000,16.3,48,C,business,Telangana,75000
L03132,2024-02-19,150000,16.25,12,C,business,Telangana,100000
L03133,2024-12-10,1000000,16.04,48,C,vehicle,West Bengal,25000
L03134,2024-11-19,500000,16.99,12,C,personal,Gujarat,25000
L03135,2024-07-23,100000,16.09,24,C,consumer_durable,Maharashtra,25000
L03136,2024-09-19,150000,13.8,24,B,business,Andhra Pradesh,50000
L03137,2024-05-17,200000,16.44,24,C,business,Andhra Pradesh,25000
L03138,2024-07-16,100000,16.57,12,C,business,West Bengal,35000
L03139,2024-07-28,750000,26.97,36,E,vehicle,Tamil Nadu,25000
L03140,2024-08-23,100000,21.88,24,D,consumer_durable,West Bengal,50000
L03141,2024-09-11,150000,10.62,36,A,education,Tamil Nadu,150000
L03142,2024-01-26,150000,13.58,12,B,vehicle,Maharashtra,100000
L03143,2024-11-24,50000,13.17,48,B,personal,Gujarat,25000
L03144,2024-03-16,500000,16.56,12,C,consumer_durable,Telangana,150000
L03145,2024-06-14,200000,11.98,24,A,consumer_durable,Kerala,150000
L03146,2024-02-02,200000,17.62,12,C,personal,Kerala,25000
L03147,2024-08-17,200000,13.13,12,B,personal,Delhi,100000
L03148,2024-04-11,150000,26.05,36,E,personal,Gujarat,100000
L03149,2024-01-20,150000,21.25,24,D,personal,Delhi,150000
L03150,2024-02-08,1000000,10.83,48,A,consumer_durable,Tamil Nadu,100000
L03151,2024-02-05,50000,21.02,24,D,consumer_durable,Rajasthan,25000
L03152,2024-12-09,300000,14.56,48,B,personal,Gujarat,150000
L03153,2024-06-22,100000,10.07,24,A,vehicle,Maharashtra,100000
L03154,2024-10-17,200000,14.21,36,B,vehicle,Karnataka,100000
L03155,2024-03-22,100000,17.49,48,C,education,Telangana,75000
L03156,2024-12-04,500000,26.3,48,E,consumer_durable,West Bengal,75000
L03157,2024-08-13,100000,17.02,24,C,education,Rajasthan,35000
L03158,2024-09-22,200000,13.86,36,B,personal,Karnataka,150000
L03159,2024-07-06,150000,16.92,24,C,vehicle,West Bengal,75000
L03160,2024-12-07,50000,14.14,48,B,consumer_durable,Karnataka,75000
L03161,2024-09-21,500000,25.34,12,E,consumer_durable,Delhi,100000
L03162,2024-02-05,500000,17.13,36,C,business,Kerala,75000
L03163,2024-10-27,150000,13.87,48,B,consumer_durable,Delhi,25000
L03164,2024-06-24,200000,14.82,12,B,business,Maharashtra,25000
L03165,2024-08-04,300000,20.25,48,D,business,Andhra Pradesh,100000
L03166,2024-03-19,100000,17.91,36,C,consumer_durable,Gujarat,25000
L03167,2024-02-27,1000000,13.16,36,B,education,West Bengal,25000
L03168,2024-01-23,500000,11.55,24,A,business,Delhi,100000
L03169,2024-08-18,150000,17.05,48,C,business,Andhra Pradesh,25000
L03170,2024-10-07,50000,17.55,12,C,personal,Karnataka,150000
L03171,2024-02-21,500000,21.27,48,D,personal,Andhra Pradesh,50000
L03172,2024-11-20,50000,10.8,36,A,vehicle,Tamil Nadu,35000
L03173,2024-04-27,200000,10.82,12,A,education,Maharashtra,75000
L03174,2024-08-21,50000,10.03,24,A,personal,Tamil Nadu,50000
L03175,2024-07-05,750000,17.3,36,C,education,Andhra Pradesh,50000
L03176,2024-12-26,300000,11.99,36,A,consumer_durable,Karnataka,150000
L03177,2024-11-20,300000,16.78,36,C,consumer_durable,Andhra Pradesh,50000
L03178,2024-08-26,750000,11.09,24,A,business,Delhi,50000
L03179,2024-12-03,200000,25.51,36,E,consumer_durable,West Bengal,100000
L03180,2024-09-07,750000,25.71,36,E,education,Telangana,50000
L03181,2024-06-21,200000,14.32,48,B,vehicle,West Bengal,75000
L03182,2024-09-11,750000,11.66,24,A,vehicle,Maharashtra,150000
L03183,2024-08-01,1000000,20.73,36,D,vehicle,Tamil Nadu,150000
L03184,2024-11-09,200000,14.31,36,B,vehicle,West Bengal,100000
L03185,2024-12-26,50000,16.71,36,C,business,Maharashtra,50000
L03186,2024-09-09,50000,26.19,48,E,consumer_durable,Tamil Nadu,150000
L03187,2024-05-06,50000,20.92,24,D,education,Maharashtra,150000
L03188,2024-08-05,200000,14.83,36,B,business,Gujarat,150000
L03189,2024-01-03,50000,16.48,48,C,vehicle,Gujarat,100000
L03190,2024-11-05,100000,25.71,12,E,business,Gujarat,25000
L03191,2024-06-08,100000,16.62,12,C,vehicle,Andhra Pradesh,100000
L03192,2024-08-20,200000,11.65,36,A,vehicle,Karnataka,150000
L03193,2024-04-22,100000,16.22,36,C,education,Maharashtra,50000
L03194,2024-03-15,150000,25.8,36,E,vehicle,Rajasthan,75000
L03195,2024-11-12,750000,21.81,12,D,personal,Rajasthan,50000
L03196,2024-11-12,200000,14.11,36,B,business,Gujarat,25000
L03197,2024-10-27,750000,11.95,12,A,education,Telangana,50000
L03198,2024-05-12,1000000,11.33,36,A,business,Telangana,150000
L03199,2024-07-05,50000,14.85,48,B,vehicle,Rajasthan,25000
L03200,2024-05-13,200000,13.49,12,B,vehicle,Karnataka,150000
L03201,2024-07-24,1000000,13.75,24,B,consumer_durable,Delhi,25000
L03202,2024-05-17,750000,10.06,12,A,education,Andhra Pradesh,75000
L03203,2024-04-03,50000,10.85,48,A,vehicle,Maharashtra,35000
L03204,2024-07-24,500000,21.9,48,D,personal,Delhi,50000
L03205,2024-10-18,500000,11.44,24,A,vehicle,West Bengal,75000
L03206,2024-04-09,100000,11.9,24,A,education,Rajasthan,100000
L03207,2024-02-22,300000,26.0,36,E,vehicle,Maharashtra,35000
L03208,2024-06-02,200000,13.8,24,B,education,Tamil Nadu,150000
L03209,2024-08-12,200000,10.51,36,A,consumer_durable,West Bengal,75000
L03210,2024-06-10,100000,10.22,12,A,business,Delhi,35000
L03211,2024-04-14,200000,21.29,36,D,vehicle,Karnataka,25000
L03212,2024-10-16,150000,17.33,48,C,personal,Karnataka,50000
L03213,2024-02-22,150000,11.37,48,A,education,Tamil Nadu,75000
L03214,2024-08-07,500000,21.62,24,D,education,Karnataka,75000
L03215,2024-12-17,100000,11.49,48,A,vehicle,Kerala,35000
L03216,2024-02-26,200000,10.79,36,A,consumer_durable,Telangana,150000
L03217,2024-01-12,1000000,13.23,24,B,education,Rajasthan,150000
L03218,2024-05-12,50000,13.88,12,B,business,Telangana,25000
L03219,2024-03-01,500000,10.1,24,A,consumer_durable,Rajasthan,35000
L03220,2024-12-10,50000,14.77,36,B,personal,Tamil Nadu,100000
L03221,2024-07-02,750000,13.91,24,B,personal,Delhi,25000
L03222,2024-11-23,200000,16.55,48,C,business,Delhi,150000
L03223,2024-07-18,150000,10.48,12,A,personal,Karnataka,35000
L03224,2024-02-02,150000,20.89,36,D,personal,Telangana,35000
L03225,2024-05-06,50000,10.2,24,A,personal,Karnataka,35000
L03226,2024-04-06,150000,13.72,12,B,education,Telangana,150000
L03227,2024-12-25,750000,17.05,48,C,vehicle,West Bengal,25000
L03228,2024-12-16,100000,11.3,24,A,consumer_durable,Kerala,25000
L03229,2024-07-16,300000,14.3,24,B,personal,Maharashtra,25000
L03230,2024-12-04,100000,13.51,12,B,consumer_durable,Maharashtra,75000
L03231,2024-06-28,200000,10.54,12,A,education,Kerala,50000
L03232,2024-09-12,200000,10.92,12,A,personal,Kerala,25000
L03233,2024-06-14,300000,16.72,48,C,vehicle,Kerala,75000
L03234,2024-10-06,750000,14.65,48,B,consumer_durable,Andhra Pradesh,25000
L03235,2024-02-23,1000000,11.47,48,A,vehicle,West Bengal,35000
L03236,2024-12-13,750000,16.21,48,C,consumer_durable,Rajasthan,35000
L03237,2024-04-15,500000,25.73,12,E,vehicle,Rajasthan,100000
L03238,2024-01-06,300000,14.65,24,B,vehicle,Delhi,150000
L03239,2024-07-13,100000,13.6,24,B,consumer_durable,West Bengal,35000
L03240,2024-11-04,50000,16.59,12,C,consumer_durable,West Bengal,25000
L03241,2024-02-12,150000,17.25,24,C,business,Rajasthan,35000
L03242,2024-12-14,750000,11.98,24,A,consumer_durable,Delhi,75000
L03243,2024-07-18,300000,10.78,48,A,education,Rajasthan,75000
L03244,2024-09-25,200000,20.75,24,D,personal,Maharashtra,50000
L03245,2024-11-08,1000000,14.37,48,B,vehicle,Karnataka,50000
L03246,2024-03-25,150000,14.49,12,B,vehicle,Andhra Pradesh,25000
L03247,2024-01-09,200000,13.56,12,B,consumer_durable,Tamil Nadu,100000
L03248,2024-09-06,1000000,10.34,36,A,consumer_durable,Karnataka,100000
L03249,2024-08-23,100000,11.07,48,A,personal,Andhra Pradesh,50000
L03250,2024-08-10,300000,17.67,48,C,education,Kerala,25000
L03251,2024-02-04,150000,13.21,36,B,education,West Bengal,50000
L03252,2024-02-18,500000,26.03,12,E,personal,West Bengal,25000
L03253,2024-04-04,500000,13.81,48,B,vehicle,Karnataka,35000
