loan_id,report_month,dpd,outstanding_balance,emi_amount,status,recovery_amount
L02813,2025-10,25,17022,14000,dpd_1_30,0
L02813,2025-11,0,3022,14000,current,0
L02813,2025-12,0,0,14000,current,0
L02814,2025-01,0,47667,2333,current,0
L02814,2025-02,0,45334,2333,current,0
L02814,2025-03,0,43001,2333,current,0
L02814,2025-04,0,40668,2333,current,0
L02814,2025-05,0,38335,2333,current,0
L02814,2025-06,0,36002,2333,current,0
L02814,2025-07,0,33669,2333,current,0
L02814,2025-08,0,31336,2333,current,0
L02814,2025-09,0,29003,2333,current,0
L02814,2025-10,0,26670,2333,current,0
L02814,2025-11,0,24337,2333,current,0
L02814,2025-12,0,22004,2333,current,0
L02815,2025-01,0,47667,2333,current,0
L02815,2025-02,0,45334,2333,current,0
L02815,2025-03,0,43001,2333,current,0
L02815,2025-04,0,40668,2333,current,0
L02815,2025-05,0,38335,2333,current,0
L02815,2025-06,0,36002,2333,current,0
L02815,2025-07,5,35942,2333,dpd_1_30,0
L02815,2025-08,34,34937,2333,dpd_31_60,0
L02815,2025-09,35,34932,2333,dpd_31_60,0
L02815,2025-10,67,33958,2333,dpd_61_90,0
L02815,2025-11,50,32966,2333,dpd_31_60,0
L02815,2025-12,86,32323,2333,dpd_61_90,0
L02816,2025-01,0,968889,31111,current,0
L02816,2025-02,0,937778,31111,current,0
L02816,2025-03,0,906667,31111,current,0
L02816,2025-04,0,875556,31111,current,0
L02816,2025-05,0,844445,31111,current,0
L02816,2025-06,0,813334,31111,current,0
L02816,2025-07,0,782223,31111,current,0
L02816,2025-08,0,751112,31111,current,0
L02816,2025-09,0,720001,31111,current,0
L02816,2025-10,0,688890,31111,current,0
L02816,2025-11,0,657779,31111,current,0
L02816,2025-12,0,626668,31111,current,0
L02817,2025-01,0,47667,2333,current,0
L02817,2025-02,0,45334,2333,current,0
L02817,2025-03,0,43001,2333,current,0
L02817,2025-04,5,42546,2333,dpd_1_30,0
L02817,2025-05,31,42036,2333,dpd_31_60,0
L02817,2025-06,0,39703,2333,current,0
L02817,2025-07,0,37370,2333,current,0
L02817,2025-08,0,35037,2333,current,0
L02817,2025-09,0,32704,2333,current,0
L02817,2025-10,0,30371,2333,current,0
L02817,2025-11,0,28038,2333,current,0
L02817,2025-12,0,25705,2333,current,0
L02818,2025-01,12,298340,9333,dpd_1_30,0
L02818,2025-02,0,289007,9333,current,0
L02818,2025-03,0,279674,9333,current,0
L02818,2025-04,0,270341,9333,current,0
L02818,2025-05,0,261008,9333,current,0
L02818,2025-06,0,251675,9333,current,0
L02818,2025-07,0,242342,9333,current,0
L02818,2025-08,0,233009,9333,current,0
L02818,2025-09,0,223676,9333,current,0
L02818,2025-10,0,214343,9333,current,0
L02818,2025-11,0,205010,9333,current,0
L02818,2025-12,0,195677,9333,current,0
L02819,2025-01,0,976667,23333,current,0
L02819,2025-02,0,953334,23333,current,0
L02819,2025-03,14,948983,23333,dpd_1_30,0
L02819,2025-04,14,939213,23333,dpd_1_30,0
L02819,2025-05,0,915880,23333,current,0
L02819,2025-06,0,892547,23333,current,0
L02819,2025-07,0,869214,23333,current,0
L02819,2025-08,0,845881,23333,current,0
L02819,2025-09,0,822548,23333,current,0
L02819,2025-10,0,799215,23333,current,0
L02819,2025-11,0,775882,23333,current,0
L02819,2025-12,0,752549,23333,current,0
L02820,2025-01,0,680000,70000,current,0
L02820,2025-02,0,610000,70000,current,0
L02820,2025-03,0,540000,70000,current,0
L02820,2025-04,0,470000,70000,current,0
L02820,2025-05,0,400000,70000,current,0
L02820,2025-06,0,330000,70000,current,0
L02820,2025-07,0,260000,70000,current,0
L02820,2025-08,0,190000,70000,current,0
L02820,2025-09,0,120000,70000,current,0
L02820,2025-10,0,50000,70000,current,0
L02820,2025-11,0,0,70000,current,0
L02820,2025-12,0,0,70000,current,0
L02821,2025-01,0,293000,7000,current,0
L02821,2025-02,0,286000,7000,current,0
L02821,2025-03,0,279000,7000,current,0
L02821,2025-04,0,272000,7000,current,0
L02821,2025-05,0,265000,7000,current,0
L02821,2025-06,0,258000,7000,current,0
L02821,2025-07,23,256253,7000,dpd_1_30,0
L02821,2025-08,56,255740,7000,dpd_31_60,0
L02821,2025-09,90,253774,7000,dpd_61_90,0
L02821,2025-10,127,252673,7000,dpd_90_plus,0
L02821,2025-11,999,252673,7000,charged_off,83132
L02821,2025-12,999,252673,7000,charged_off,0
L02822,2025-01,0,47667,2333,current,0
L02822,2025-02,0,45334,2333,current,0
L02822,2025-03,0,43001,2333,current,0
L02822,2025-04,0,40668,2333,current,0
L02822,2025-05,0,38335,2333,current,0
L02822,2025-06,0,36002,2333,current,0
L02822,2025-07,0,33669,2333,current,0
L02822,2025-08,0,31336,2333,current,0
L02822,2025-09,0,29003,2333,current,0
L02822,2025-10,0,26670,2333,current,0
L02822,2025-11,0,24337,2333,current,0
L02822,2025-12,0,22004,2333,current,0
L02823,2025-01,0,45333,4667,current,0
L02823,2025-02,0,40666,4667,current,0
L02823,2025-03,0,35999,4667,current,0
L02823,2025-04,0,31332,4667,current,0
L02823,2025-05,0,26665,4667,current,0
L02823,2025-06,0,21998,4667,current,0
L02823,2025-07,0,17331,4667,current,0
L02823,2025-08,0,12664,4667,current,0
L02823,2025-09,0,7997,4667,current,0
L02823,2025-10,0,3330,4667,current,0
L02823,2025-11,19,2579,4667,dpd_1_30,0
L02823,2025-12,30,1637,4667,dpd_1_30,0
L02824,2025-01,0,90667,9333,current,0
L02824,2025-02,0,81334,9333,current,0
L02824,2025-03,0,72001,9333,current,0
L02824,2025-04,0,62668,9333,current,0
L02824,2025-05,0,53335,9333,current,0
L02824,2025-06,0,44002,9333,current,0
L02824,2025-07,16,40376,9333,dpd_1_30,0
L02824,2025-08,0,31043,9333,current,0
L02824,2025-09,0,21710,9333,current,0
L02824,2025-10,0,12377,9333,current,0
L02824,2025-11,0,3044,9333,current,0
L02824,2025-12,0,0,9333,current,0
L02825,2025-01,0,190667,9333,current,0
L02825,2025-02,0,181334,9333,current,0
L02825,2025-03,0,172001,9333,current,0
L02825,2025-04,0,162668,9333,current,0
L02825,2025-05,0,153335,9333,current,0
L02825,2025-06,0,144002,9333,current,0
L02825,2025-07,0,134669,9333,current,0
L02825,2025-08,0,125336,9333,current,0
L02825,2025-09,0,116003,9333,current,0
L02825,2025-10,0,106670,9333,current,0
L02825,2025-11,0,97337,9333,current,0
L02825,2025-12,0,88004,9333,current,0
L02826,2025-01,0,193778,6222,current,0
L02826,2025-02,0,187556,6222,current,0
L02826,2025-03,30,185010,6222,dpd_1_30,0
L02826,2025-04,38,182909,6222,dpd_31_60,0
L02826,2025-05,83,179944,6222,dpd_61_90,0
L02826,2025-06,51,178563,6222,dpd_31_60,0
L02826,2025-07,0,172341,6222,current,0
L02826,2025-08,0,166119,6222,current,0
L02826,2025-09,0,159897,6222,current,0
L02826,2025-10,0,153675,6222,current,0
L02826,2025-11,0,147453,6222,current,0
L02826,2025-12,0,141231,6222,current,0
L02827,2025-01,0,190667,9333,current,0
L02827,2025-02,0,181334,9333,current,0
L02827,2025-03,0,172001,9333,current,0
L02827,2025-04,0,162668,9333,current,0
L02827,2025-05,0,153335,9333,current,0
L02827,2025-06,0,144002,9333,current,0
L02827,2025-07,0,134669,9333,current,0
L02827,2025-08,0,125336,9333,current,0
L02827,2025-09,0,116003,9333,current,0
L02827,2025-10,0,106670,9333,current,0
L02827,2025-11,0,97337,9333,current,0
L02827,2025-12,0,88004,9333,current,0
L02828,2025-01,0,732500,17500,current,0
L02828,2025-02,0,715000,17500,current,0
L02828,2025-03,0,697500,17500,current,0
L02828,2025-04,0,680000,17500,current,0
L02828,2025-05,0,662500,17500,current,0
L02828,2025-06,0,645000,17500,current,0
L02828,2025-07,0,627500,17500,current,0
L02828,2025-08,0,610000,17500,current,0
L02828,2025-09,0,592500,17500,current,0
L02828,2025-10,0,575000,17500,current,0
L02828,2025-11,0,557500,17500,current,0
L02828,2025-12,0,540000,17500,current,0
L02829,2025-01,0,145333,4667,current,0
L02829,2025-02,0,140666,4667,current,0
L02829,2025-03,12,138546,4667,dpd_1_30,0
L02829,2025-04,0,133879,4667,current,0
L02829,2025-05,0,129212,4667,current,0
L02829,2025-06,0,124545,4667,current,0
L02829,2025-07,0,119878,4667,current,0
L02829,2025-08,0,115211,4667,current,0
L02829,2025-09,0,110544,4667,current,0
L02829,2025-10,0,105877,4667,current,0
L02829,2025-11,0,101210,4667,current,0
L02829,2025-12,0,96543,4667,current,0
L02830,2025-01,0,90667,9333,current,0
L02830,2025-02,0,81334,9333,current,0
L02830,2025-03,0,72001,9333,current,0
L02830,2025-04,0,62668,9333,current,0
L02830,2025-05,0,53335,9333,current,0
L02830,2025-06,0,44002,9333,current,0
L02830,2025-07,0,34669,9333,current,0
L02830,2025-08,0,25336,9333,current,0
L02830,2025-09,0,16003,9333,current,0
L02830,2025-10,0,6670,9333,current,0
L02830,2025-11,0,0,9333,current,0
L02830,2025-12,0,0,9333,current,0
L02831,2025-01,0,484444,15556,current,0
L02831,2025-02,0,468888,15556,current,0
L02831,2025-03,0,453332,15556,current,0
L02831,2025-04,0,437776,15556,current,0
L02831,2025-05,0,422220,15556,current,0
L02831,2025-06,0,406664,15556,current,0
L02831,2025-07,0,391108,15556,current,0
L02831,2025-08,0,375552,15556,current,0
L02831,2025-09,0,359996,15556,current,0
L02831,2025-10,0,344440,15556,current,0
L02831,2025-11,0,328884,15556,current,0
L02831,2025-12,0,313328,15556,current,0
L02832,2025-01,0,143000,7000,current,0
L02832,2025-02,0,136000,7000,current,0
L02832,2025-03,0,129000,7000,current,0
L02832,2025-04,0,122000,7000,current,0
L02832,2025-05,0,115000,7000,current,0
L02832,2025-06,5,112871,7000,dpd_1_30,0
L02832,2025-07,0,105871,7000,current,0
L02832,2025-08,0,98871,7000,current,0
L02832,2025-09,0,91871,7000,current,0
L02832,2025-10,0,84871,7000,current,0
L02832,2025-11,0,77871,7000,current,0
L02832,2025-12,0,70871,7000,current,0
L02833,2025-01,0,476667,23333,current,0
L02833,2025-02,0,453334,23333,current,0
L02833,2025-03,0,430001,23333,current,0
L02833,2025-04,0,406668,23333,current,0
L02833,2025-05,0,383335,23333,current,0
L02833,2025-06,0,360002,23333,current,0
L02833,2025-07,0,336669,23333,current,0
L02833,2025-08,0,313336,23333,current,0
L02833,2025-09,0,290003,23333,current,0
L02833,2025-10,0,266670,23333,current,0
L02833,2025-11,0,243337,23333,current,0
L02833,2025-12,0,220004,23333,current,0
L02834,2025-01,0,272000,28000,current,0
L02834,2025-02,0,244000,28000,current,0
L02834,2025-03,0,216000,28000,current,0
L02834,2025-04,0,188000,28000,current,0
L02834,2025-05,0,160000,28000,current,0
L02834,2025-06,0,132000,28000,current,0
L02834,2025-07,0,104000,28000,current,0
L02834,2025-08,0,76000,28000,current,0
L02834,2025-09,25,69948,28000,dpd_1_30,0
L02834,2025-10,0,41948,28000,current,0
L02834,2025-11,0,13948,28000,current,0
L02834,2025-12,0,0,28000,current,0
L02835,2025-01,0,715000,35000,current,0
L02835,2025-02,14,713541,35000,dpd_1_30,0
L02835,2025-03,54,701371,35000,dpd_31_60,0
L02835,2025-04,0,666371,35000,current,0
L02835,2025-05,0,631371,35000,current,0
L02835,2025-06,0,596371,35000,current,0
L02835,2025-07,0,561371,35000,current,0
L02835,2025-08,0,526371,35000,current,0
L02835,2025-09,0,491371,35000,current,0
L02835,2025-10,0,456371,35000,current,0
L02835,2025-11,0,421371,35000,current,0
L02835,2025-12,0,386371,35000,current,0
L02836,2025-01,0,453333,46667,current,0
L02836,2025-02,0,406666,46667,current,0
L02836,2025-03,0,359999,46667,current,0
L02836,2025-04,0,313332,46667,current,0
L02836,2025-05,0,266665,46667,current,0
L02836,2025-06,0,219998,46667,current,0
L02836,2025-07,0,173331,46667,current,0
L02836,2025-08,0,126664,46667,current,0
L02836,2025-09,0,79997,46667,current,0
L02836,2025-10,0,33330,46667,current,0
L02836,2025-11,0,0,46667,current,0
L02836,2025-12,0,0,46667,current,0
L02837,2025-01,0,97667,2333,current,0
L02837,2025-02,0,95334,2333,current,0
L02837,2025-03,0,93001,2333,current,0
L02837,2025-04,0,90668,2333,current,0
L02837,2025-05,10,89533,2333,dpd_1_30,0
L02837,2025-06,57,89111,2333,dpd_31_60,0
L02837,2025-07,86,87976,2333,dpd_61_90,0
L02837,2025-08,83,87406,2333,dpd_61_90,0
L02837,2025-09,113,87070,2333,dpd_90_plus,0
L02837,2025-10,999,87070,2333,charged_off,0
L02837,2025-11,999,87070,2333,charged_off,0
L02837,2025-12,999,87070,2333,charged_off,0
L02838,2025-01,0,48444,1556,current,0
L02838,2025-02,0,46888,1556,current,0
L02838,2025-03,0,45332,1556,current,0
L02838,2025-04,0,43776,1556,current,0
L02838,2025-05,0,42220,1556,current,0
L02838,2025-06,0,40664,1556,current,0
L02838,2025-07,0,39108,1556,current,0
L02838,2025-08,0,37552,1556,current,0
L02838,2025-09,0,35996,1556,current,0
L02838,2025-10,0,34440,1556,current,0
L02838,2025-11,0,32884,1556,current,0
L02838,2025-12,0,31328,1556,current,0
L02839,2025-01,0,293000,7000,current,0
L02839,2025-02,0,286000,7000,current,0
L02839,2025-03,0,279000,7000,current,0
L02839,2025-04,0,272000,7000,current,0
L02839,2025-05,0,265000,7000,current,0
L02839,2025-06,0,258000,7000,current,0
L02839,2025-07,0,251000,7000,current,0
L02839,2025-08,0,244000,7000,current,0
L02839,2025-09,11,242957,7000,dpd_1_30,0
L02839,2025-10,48,239641,7000,dpd_31_60,0
L02839,2025-11,17,239376,7000,dpd_1_30,0
L02839,2025-12,53,238619,7000,dpd_31_60,0
L02840,2025-01,0,453333,46667,current,0
L02840,2025-02,17,447677,46667,dpd_1_30,0
L02840,2025-03,58,440347,46667,dpd_31_60,0
L02840,2025-04,60,417790,46667,dpd_31_60,0
L02840,2025-05,39,416093,46667,dpd_31_60,0
L02840,2025-06,85,392790,46667,dpd_61_90,0
L02840,2025-07,172,385703,46667,dpd_90_plus,0
L02840,2025-08,177,376158,46667,dpd_90_plus,0
L02840,2025-09,153,372957,46667,dpd_90_plus,0
L02840,2025-10,108,361863,46667,dpd_90_plus,0
L02840,2025-11,79,340556,46667,dpd_61_90,0
L02840,2025-12,98,328547,46667,dpd_90_plus,0
L02841,2025-01,0,97667,2333,current,0
L02841,2025-02,0,95334,2333,current,0
L02841,2025-03,0,93001,2333,current,0
L02841,2025-04,0,90668,2333,current,0
L02841,2025-05,0,88335,2333,current,0
L02841,2025-06,0,86002,2333,current,0
L02841,2025-07,0,83669,2333,current,0
L02841,2025-08,0,81336,2333,current,0
L02841,2025-09,0,79003,2333,current,0
L02841,2025-10,0,76670,2333,current,0
L02841,2025-11,0,74337,2333,current,0
L02841,2025-12,0,72004,2333,current,0
L02842,2025-01,0,190667,9333,current,0
L02842,2025-02,0,181334,9333,current,0
L02842,2025-03,0,172001,9333,current,0
L02842,2025-04,0,162668,9333,current,0
L02842,2025-05,0,153335,9333,current,0
L02842,2025-06,0,144002,9333,current,0
L02842,2025-07,0,134669,9333,current,0
L02842,2025-08,0,125336,9333,current,0
L02842,2025-09,0,116003,9333,current,0
L02842,2025-10,0,106670,9333,current,0
L02842,2025-11,0,97337,9333,current,0
L02842,2025-12,0,88004,9333,current,0
L02843,2025-01,4,297110,7000,dpd_1_30,0
L02843,2025-02,0,290110,7000,current,0
L02843,2025-03,0,283110,7000,current,0
L02843,2025-04,0,276110,7000,current,0
L02843,2025-05,0,269110,7000,current,0
L02843,2025-06,0,262110,7000,current,0
L02843,2025-07,0,255110,7000,current,0
L02843,2025-08,0,248110,7000,current,0
L02843,2025-09,0,241110,7000,current,0
L02843,2025-10,0,234110,7000,current,0
L02843,2025-11,0,227110,7000,current,0
L02843,2025-12,0,220110,7000,current,0
L02844,2025-01,0,48833,1167,current,0
L02844,2025-02,30,48579,1167,dpd_1_30,0
L02844,2025-03,0,47412,1167,current,0
L02844,2025-04,0,46245,1167,current,0
L02844,2025-05,0,45078,1167,current,0
L02844,2025-06,0,43911,1167,current,0
L02844,2025-07,0,42744,1167,current,0
L02844,2025-08,8,42170,1167,dpd_1_30,0
L02844,2025-09,0,41003,1167,current,0
L02844,2025-10,0,39836,1167,current,0
L02844,2025-11,0,38669,1167,current,0
L02844,2025-12,0,37502,1167,current,0
L02845,2025-01,0,47667,2333,current,0
L02845,2025-02,0,45334,2333,current,0
L02845,2025-03,0,43001,2333,current,0
L02845,2025-04,0,40668,2333,current,0
L02845,2025-05,0,38335,2333,current,0
L02845,2025-06,0,36002,2333,current,0
L02845,2025-07,0,33669,2333,current,0
L02845,2025-08,0,31336,2333,current,0
L02845,2025-09,0,29003,2333,current,0
L02845,2025-10,0,26670,2333,current,0
L02845,2025-11,0,24337,2333,current,0
L02845,2025-12,0,22004,2333,current,0
L02846,2025-01,0,953333,46667,current,0
L02846,2025-02,0,906666,46667,current,0
L02846,2025-03,0,859999,46667,current,0
L02846,2025-04,0,813332,46667,current,0
L02846,2025-05,0,766665,46667,current,0
L02846,2025-06,0,719998,46667,current,0
L02846,2025-07,0,673331,46667,current,0
L02846,2025-08,0,626664,46667,current,0
L02846,2025-09,0,579997,46667,current,0
L02846,2025-10,0,533330,46667,current,0
L02846,2025-11,0,486663,46667,current,0
L02846,2025-12,0,439996,46667,current,0
L02847,2025-01,0,145333,4667,current,0
L02847,2025-02,0,140666,4667,current,0
L02847,2025-03,0,135999,4667,current,0
L02847,2025-04,0,131332,4667,current,0
L02847,2025-05,0,126665,4667,current,0
L02847,2025-06,0,121998,4667,current,0
L02847,2025-07,0,117331,4667,current,0
L02847,2025-08,0,112664,4667,current,0
L02847,2025-09,0,107997,4667,current,0
L02847,2025-10,0,103330,4667,current,0
L02847,2025-11,0,98663,4667,current,0
L02847,2025-12,0,93996,4667,current,0
L02848,2025-01,0,488333,11667,current,0
L02848,2025-02,0,476666,11667,current,0
L02848,2025-03,0,464999,11667,current,0
L02848,2025-04,0,453332,11667,current,0
L02848,2025-05,28,451653,11667,dpd_1_30,0
L02848,2025-06,17,451480,11667,dpd_1_30,0
L02848,2025-07,12,448683,11667,dpd_1_30,0
L02848,2025-08,31,448361,11667,dpd_31_60,0
L02848,2025-09,57,444971,11667,dpd_31_60,0
L02848,2025-10,0,433304,11667,current,0
L02848,2025-11,0,421637,11667,current,0
L02848,2025-12,0,409970,11667,current,0
L02849,2025-01,0,143000,7000,current,0
L02849,2025-02,11,141599,7000,dpd_1_30,0
L02849,2025-03,0,134599,7000,current,0
L02849,2025-04,0,127599,7000,current,0
L02849,2025-05,0,120599,7000,current,0
L02849,2025-06,13,119489,7000,dpd_1_30,0
L02849,2025-07,39,116082,7000,dpd_31_60,0
L02849,2025-08,71,115098,7000,dpd_61_90,0
L02849,2025-09,176,114808,7000,dpd_90_plus,0
L02849,2025-10,170,113458,7000,dpd_90_plus,0
L02849,2025-11,109,109973,7000,dpd_90_plus,0
L02849,2025-12,999,109973,7000,charged_off,0
L02850,2025-01,0,476667,23333,current,0
L02850,2025-02,0,453334,23333,current,0
L02850,2025-03,0,430001,23333,current,0
L02850,2025-04,0,406668,23333,current,0
L02850,2025-05,0,383335,23333,current,0
L02850,2025-06,0,360002,23333,current,0
L02850,2025-07,27,358077,23333,dpd_1_30,0
L02850,2025-08,0,334744,23333,current,0
L02850,2025-09,0,311411,23333,current,0
L02850,2025-10,0,288078,23333,current,0
L02850,2025-11,0,264745,23333,current,0
L02850,2025-12,0,241412,23333,current,0
L02851,2025-01,0,47667,2333,current,0
L02851,2025-02,0,45334,2333,current,0
L02851,2025-03,0,43001,2333,current,0
L02851,2025-04,8,42186,2333,dpd_1_30,0
L02851,2025-05,0,39853,2333,current,0
L02851,2025-06,0,37520,2333,current,0
L02851,2025-07,0,35187,2333,current,0
L02851,2025-08,0,32854,2333,current,0
L02851,2025-09,0,30521,2333,current,0
L02851,2025-10,0,28188,2333,current,0
L02851,2025-11,0,25855,2333,current,0
L02851,2025-12,0,23522,2333,current,0
L02852,2025-01,0,181333,18667,current,0
L02852,2025-02,0,162666,18667,current,0
L02852,2025-03,0,143999,18667,current,0
L02852,2025-04,0,125332,18667,current,0
L02852,2025-05,0,106665,18667,current,0
L02852,2025-06,0,87998,18667,current,0
L02852,2025-07,0,69331,18667,current,0
L02852,2025-08,0,50664,18667,current,0
L02852,2025-09,0,31997,18667,current,0
L02852,2025-10,0,13330,18667,current,0
L02852,2025-11,0,0,18667,current,0
L02852,2025-12,0,0,18667,current,0
L02853,2025-01,0,48444,1556,current,0
L02853,2025-02,0,46888,1556,current,0
L02853,2025-03,0,45332,1556,current,0
L02853,2025-04,0,43776,1556,current,0
L02853,2025-05,0,42220,1556,current,0
L02853,2025-06,0,40664,1556,current,0
L02853,2025-07,0,39108,1556,current,0
L02853,2025-08,0,37552,1556,current,0
L02853,2025-09,0,35996,1556,current,0
L02853,2025-10,0,34440,1556,current,0
L02853,2025-11,0,32884,1556,current,0
L02853,2025-12,29,32456,1556,dpd_1_30,0
L02854,2025-01,0,145333,4667,current,0
L02854,2025-02,0,140666,4667,current,0
L02854,2025-03,0,135999,4667,current,0
L02854,2025-04,0,131332,4667,current,0
L02854,2025-05,0,126665,4667,current,0
L02854,2025-06,0,121998,4667,current,0
L02854,2025-07,0,117331,4667,current,0
L02854,2025-08,1,116346,4667,dpd_1_30,0
L02854,2025-09,0,111679,4667,current,0
L02854,2025-10,0,107012,4667,current,0
L02854,2025-11,0,102345,4667,current,0
L02854,2025-12,19,101094,4667,dpd_1_30,0
L02855,2025-01,0,90667,9333,current,0
L02855,2025-02,20,88508,9333,dpd_1_30,0
L02855,2025-03,33,85757,9333,dpd_31_60,0
L02855,2025-04,18,82013,9333,dpd_1_30,0
L02855,2025-05,55,79407,9333,dpd_31_60,0
L02855,2025-06,82,79254,9333,dpd_61_90,0
L02855,2025-07,159,76268,9333,dpd_90_plus,0
L02855,2025-08,999,76268,9333,charged_off,0
L02855,2025-09,999,76268,9333,charged_off,10317
L02855,2025-10,999,76268,9333,charged_off,0
L02855,2025-11,999,76268,9333,charged_off,0
L02855,2025-12,999,76268,9333,charged_off,0
L02856,2025-01,0,195333,4667,current,0
L02856,2025-02,0,190666,4667,current,0
L02856,2025-03,0,185999,4667,current,0
L02856,2025-04,0,181332,4667,current,0
L02856,2025-05,0,176665,4667,current,0
L02856,2025-06,0,171998,4667,current,0
L02856,2025-07,0,167331,4667,current,0
L02856,2025-08,0,162664,4667,current,0
L02856,2025-09,2,162097,4667,dpd_1_30,0
L02856,2025-10,31,161802,4667,dpd_31_60,0
L02856,2025-11,72,159833,4667,dpd_61_90,0
L02856,2025-12,161,158964,4667,dpd_90_plus,0
L02857,2025-01,0,906667,93333,current,0
L02857,2025-02,7,882970,93333,dpd_1_30,0
L02857,2025-03,35,837445,93333,dpd_31_60,0
L02857,2025-04,47,801307,93333,dpd_31_60,0
L02857,2025-05,0,707974,93333,current,0
L02857,2025-06,0,614641,93333,current,0
L02857,2025-07,0,521308,93333,current,0
L02857,2025-08,0,427975,93333,current,0
L02857,2025-09,0,334642,93333,current,0
L02857,2025-10,0,241309,93333,current,0
L02857,2025-11,0,147976,93333,current,0
L02857,2025-12,0,54643,93333,current,0
L02858,2025-01,0,47667,2333,current,0
L02858,2025-02,0,45334,2333,current,0
L02858,2025-03,0,43001,2333,current,0
L02858,2025-04,0,40668,2333,current,0
L02858,2025-05,0,38335,2333,current,0
L02858,2025-06,0,36002,2333,current,0
L02858,2025-07,0,33669,2333,current,0
L02858,2025-08,0,31336,2333,current,0
L02858,2025-09,0,29003,2333,current,0
L02858,2025-10,0,26670,2333,current,0
L02858,2025-11,0,24337,2333,current,0
L02858,2025-12,0,22004,2333,current,0
L02859,2025-01,0,48444,1556,current,0
L02859,2025-02,0,46888,1556,current,0
L02859,2025-03,0,45332,1556,current,0
L02859,2025-04,0,43776,1556,current,0
L02859,2025-05,0,42220,1556,current,0
L02859,2025-06,0,40664,1556,current,0
L02859,2025-07,0,39108,1556,current,0
L02859,2025-08,0,37552,1556,current,0
L02859,2025-09,0,35996,1556,current,0
L02859,2025-10,0,34440,1556,current,0
L02859,2025-11,0,32884,1556,current,0
L02859,2025-12,0,31328,1556,current,0
L02860,2025-01,0,45333,4667,current,0
L02860,2025-02,0,40666,4667,current,0
L02860,2025-03,0,35999,4667,current,0
L02860,2025-04,0,31332,4667,current,0
L02860,2025-05,0,26665,4667,current,0
L02860,2025-06,0,21998,4667,current,0
L02860,2025-07,0,17331,4667,current,0
L02860,2025-08,0,12664,4667,current,0
L02860,2025-09,0,7997,4667,current,0
L02860,2025-10,0,3330,4667,current,0
L02860,2025-11,0,0,4667,current,0
L02860,2025-12,0,0,4667,current,0
L02861,2025-01,0,715000,35000,current,0
L02861,2025-02,0,680000,35000,current,0
L02861,2025-03,0,645000,35000,current,0
L02861,2025-04,6,640459,35000,dpd_1_30,0
L02861,2025-05,0,605459,35000,current,0
L02861,2025-06,0,570459,35000,current,0
L02861,2025-07,0,535459,35000,current,0
L02861,2025-08,0,500459,35000,current,0
L02861,2025-09,0,465459,35000,current,0
L02861,2025-10,0,430459,35000,current,0
L02861,2025-11,8,420134,35000,dpd_1_30,0
L02861,2025-12,0,385134,35000,current,0
L02862,2025-01,0,47667,2333,current,0
L02862,2025-02,0,45334,2333,current,0
L02862,2025-03,0,43001,2333,current,0
L02862,2025-04,0,40668,2333,current,0
L02862,2025-05,0,38335,2333,current,0
L02862,2025-06,0,36002,2333,current,0
L02862,2025-07,0,33669,2333,current,0
L02862,2025-08,0,31336,2333,current,0
L02862,2025-09,0,29003,2333,current,0
L02862,2025-10,0,26670,2333,current,0
L02862,2025-11,0,24337,2333,current,0
L02862,2025-12,0,22004,2333,current,0
L02863,2025-01,0,195333,4667,current,0
L02863,2025-02,0,190666,4667,current,0
L02863,2025-03,0,185999,4667,current,0
L02863,2025-04,0,181332,4667,current,0
L02863,2025-05,0,176665,4667,current,0
L02863,2025-06,0,171998,4667,current,0
L02863,2025-07,0,167331,4667,current,0
L02863,2025-08,0,162664,4667,current,0
L02863,2025-09,13,161258,4667,dpd_1_30,0
L02863,2025-10,0,156591,4667,current,0
L02863,2025-11,0,151924,4667,current,0
L02863,2025-12,0,147257,4667,current,0
L02864,2025-01,0,953333,46667,current,0
L02864,2025-02,0,906666,46667,current,0
L02864,2025-03,0,859999,46667,current,0
L02864,2025-04,0,813332,46667,current,0
L02864,2025-05,0,766665,46667,current,0
L02864,2025-06,0,719998,46667,current,0
L02864,2025-07,0,673331,46667,current,0
L02864,2025-08,0,626664,46667,current,0
L02864,2025-09,0,579997,46667,current,0
L02864,2025-10,0,533330,46667,current,0
L02864,2025-11,0,486663,46667,current,0
L02864,2025-12,0,439996,46667,current,0
L02865,2025-01,0,968889,31111,current,0
L02865,2025-02,24,967126,31111,dpd_1_30,0
L02865,2025-03,37,958350,31111,dpd_31_60,0
L02865,2025-04,76,946357,31111,dpd_61_90,0
L02865,2025-05,114,939186,31111,dpd_90_plus,0
L02865,2025-06,98,937230,31111,dpd_90_plus,0
L02865,2025-07,166,928876,31111,dpd_90_plus,0
L02865,2025-08,116,924982,31111,dpd_90_plus,0
L02865,2025-09,999,924982,31111,charged_off,309991
L02865,2025-10,999,924982,31111,charged_off,0
L02865,2025-11,999,924982,31111,charged_off,0
L02865,2025-12,999,924982,31111,charged_off,0
L02866,2025-01,0,726667,23333,current,0
L02866,2025-02,0,703334,23333,current,0
L02866,2025-03,0,680001,23333,current,0
L02866,2025-04,0,656668,23333,current,0
L02866,2025-05,0,633335,23333,current,0
L02866,2025-06,0,610002,23333,current,0
L02866,2025-07,0,586669,23333,current,0
L02866,2025-08,0,563336,23333,current,0
L02866,2025-09,0,540003,23333,current,0
